CODIGO,NOMBRE,LABORATORIO / TITULAR EN ESPAÑA,TIPO LEGAL,CATEGORIA PRINCIPAL,SUBCATEGORIA DETALLADA,ATC,PVP OFICIAL ESPAÑA (€),PRECIO MEDIO FARMACIA ONLINE ESPAÑA (€)
034391,FARLINE LIMA PIES MANGO,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
190406,FARLINE LOC ANTICAID FORT100ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
181698,FARLINE LOC PIEL ATOPICA 500ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
181548,FARLINE LOC REPARADOR 500 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
214652,FARLINE LOCION PIOJOS 100ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
201254,FARLINE MANTECA CORP COCO 250 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
026772,FARLINE MASCARILLA NUTRI 100ML,PENDIENTE VERIFICACION,Producto sanitario,Protección/EPI,Producto sanitario,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
205080,FARLINE MULTIVITAM JR 30 GUMS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
026066,FARLINE NEC VIAJE AD + COLUT,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
FARL9063,FARLINE NECESER ADULTO DENTAL,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
028451,FARLINE OLEOGEL+CR INTENS ATOP,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
009184,FARLINE PACK AGUA MICELAR,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
FARL2889,FARLINE PACK MULTIVIT 2X60 COM,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
204853,FARLINE PARCHES CALOR 2U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
179377,FARLINE PASTILLAS LIMPIAD 96 U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
205587,FARLINE PEINE Y CEPILLO BEBE,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
007080,FARLINE PIEDRA QUITADUREZAS BL,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
007069,FARLINE PINZA DEPILAR NG,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
183799,FARLINE POLVOS DESOD PIES 100G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
198483,FARLINE QUITAESMALT SACE 125ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
FARL1990,FARLINE RECAMB CEP ELEC SUAVE,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
FARL2003,FARLINE RECAMB CEPILL ELEC MED,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
172990,FARLINE SERUM ANTIAGE 30ml,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
205571,FARLINE SPRAY DEO PIES 150 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
185295,FARLINE STICK TROMPAZO 20G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
182935,FARLINE STICK ZN SENSIB50+ 9ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
FARL7969,FARLINE SWEET CAFE 10U,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
FARL7952,FARLINE SWEET CEREZA 10U,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
FARL0394,FARLINE SWEET HIE SUIZ 10,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
FARL0938,FARLINE SWEET LIM-MELI 10U,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
181794,FARLINE SWEET MANZANA 10U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
FARL7907,FARLINE SWEET MENT-EUCA 10U,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
FARL7976,FARLINE SWEET MIEL-PRO 10U,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
FARL9396,FARLINE SWEET REGALIZ 10U,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
007072,FARLINE TIJERAS U�AS PROFES,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
210821,FARLINE TOALLITA LIMPIAGAF 24U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
211146,FARLINE TOALLITA OFTALMICA 10U,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
192028,FARLINE TOALLITAS DESMAQUILLANTES 20 TOALLITAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
FARL9025,FARLINE TRIPLO GEL ZERO 1L 1U,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
206948,FARLINE TROMPAZOS ROLL-ON 15ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
191490,FARLINE VASELINA PERF 15 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
FARL2822,FARLINE VISION 60 CAPS,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
191936,FARMAFEET STICK ANTIFRIC,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
164299,FARMALASTIC INNOVA FRIO / CALOR PACK MINI,PENDIENTE VERIFICACION,Parafarmacia,Parafarmacia general,Parafarmacia general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
179085,FARMATINT 6D RUBIO OSCUR DORAD,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
179077,FARMATINT 7D RUBIO DORADO,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
210082,FASTER MELAN RETIN 30ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
756015,FASTUM 50 MG 40 CAPS,Laboratorios Menarini S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
916767,FASTUM GEL 60 G,Laboratorios Menarini S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
661668,FAVE DE FUCA 40 GRAG,Uriach Consumer Healthcare S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A06A,PENDIENTE VERIFICACION,SEGÚN PVP
756064,FEBRECTAL LACT 6 SUPO,Laboratorios Almirall S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
699702,FELDENE FLAS 20 MG 20 LIOTABS,Pfizer S.L.,Medicamento hospitalario,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M01A,PENDIENTE VERIFICACION,SEGÚN PVP
759167,FELODIPINO SANDOZ 5 MG 30 COMP,Sandoz Farmaceutica S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C08C,PENDIENTE VERIFICACION,SEGÚN PVP
669622,FEMARA 2.5 MG 30 COMP,Novartis Farmaceutica S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,L02B,PENDIENTE VERIFICACION,SEGÚN PVP
178805,FENADUL 90 CAPSULAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
857227,FENISTIL GEL 30 G,Haleon Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D04A,PENDIENTE VERIFICACION,SEGÚN PVP
703220,FENISTIL GEL 50 GR,Haleon Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D04A,PENDIENTE VERIFICACION,SEGÚN PVP
881581,FENISTIL ROLL-ON 8 ML,Haleon Spain S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D04A,PENDIENTE VERIFICACION,SEGÚN PVP
703894,FENOFIBRATO KERN 145MG 30COM,Kern Pharma S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C10A,PENDIENTE VERIFICACION,SEGÚN PVP
664616,FENTANILO MATRIX CINFA 25MC 5P,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
672575,"FENTANILO MATRIX NORMON EFG 25 microgramos/h (1,8 mg/3 DIAS) 5 PARCHES TRANSDERMICOS",Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
663267,FENTANILO MATRIX RATIO 12MC 5P,Teva Pharma S.L.U.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
670343,FENTANILO MATRIX STAD 12MCG 5P,Laboratorio Stada S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
670352,FENTANILO MATRIX STAD 25MCG 5P,Laboratorio Stada S.L.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02A,PENDIENTE VERIFICACION,SEGÚN PVP
660447,FEPARIL GEL 40 G,Cooper Consumer Health B.V.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C05B,PENDIENTE VERIFICACION,SEGÚN PVP
651473,FERBISOL 100 MG 50 CAPS,Ucb Pharma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B03A,PENDIENTE VERIFICACION,SEGÚN PVP
656582,FERO GRADUMET 325MG(105) 30COM,Teofarma S.R.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B03A,PENDIENTE VERIFICACION,SEGÚN PVP
776773,FERPLEX 40 20 VIAL BEBIB,Italfarmaco S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B03A,PENDIENTE VERIFICACION,SEGÚN PVP
870261,FERRO SANOL 50 CAPS,Ucb Pharma S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,B03A,PENDIENTE VERIFICACION,SEGÚN PVP
183680,FERROSOL 20 SOBRES,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
183683,FERROSOL GOTAS 30ML+SOBRE1.9G,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
203340,FERTYBIOTIC RESTORE 21 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
212299,FERTYSOD 30 CAPSULAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
715551,FIASP 100UDML 5 CARTUCHOS 3ML,Novo Nordisk A/S,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A10A,PENDIENTE VERIFICACION,SEGÚN PVP
715550,FIASP 100UML 5 PLUMAS SOL INY,Novo Nordisk A/S,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A10A,PENDIENTE VERIFICACION,SEGÚN PVP
700516,FIBRAGUAR 60 SOBRES,Laboratorio De Aplicaciones Farmacodinamicas S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A10B,PENDIENTE VERIFICACION,SEGÚN PVP
812727,FINACEA 15% GEL 30 G,Leo Pharma A/S,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D10A,PENDIENTE VERIFICACION,SEGÚN PVP
664109,FINASTERIDA NORMON 1MG 28COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D11A,PENDIENTE VERIFICACION,SEGÚN PVP
709822,FINASTERIDA NORMON 1MG 98COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D11A,PENDIENTE VERIFICACION,SEGÚN PVP
664111,FINASTERIDA NORMON 5 MG 28 COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G04C,PENDIENTE VERIFICACION,SEGÚN PVP
348561,FINOCARBOPLUS HINOJO 20 TIS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
348560,FINOCARBOPLUS HINOJO 50 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
153336,FISIOCREM 250 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
191455,FISIOCREM CANNABIS 60 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
153335,FISIOCREM GEL ACTIVE 60 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
202574,FISIOENEMA 250 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
164330,FISIOGEN FERRO 30 CAPSULAS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
164328,FISIOGEN FERRO FORTE 30 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
174511,FISIOGEN FERRO FORTE 30 SOBRES,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
154877,FISIOREUMOL CR 50 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
156647,FISIOVEN PLUS 50 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
195023,FITONASAL PED SPR NEB 125ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
197803,FITONASAL SPRAY 30 ML,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
723944,FIXAPROST 50MCGML+5MGML 30,Laboratoires Thea,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,S01E,PENDIENTE VERIFICACION,SEGÚN PVP
257067,FIXOMULL TRANSPARENT 10CMX2M,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
758151,FLAGYL 125 MG SUSP 120 ML,Laboratorios Fidia Farmaceutica S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J01X,PENDIENTE VERIFICACION,SEGÚN PVP
699566,FLAGYL 250 MG 21 COM,Laboratorios Fidia Farmaceutica S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J01X,PENDIENTE VERIFICACION,SEGÚN PVP
758177,FLAGYL 500 MG 10 COMP VAG,Laboratorios Fidia Farmaceutica S.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,G01A,PENDIENTE VERIFICACION,SEGÚN PVP
957787,FLAMMAZINE CR 50 G,Alliance Pharma (Ireland) Limited,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,D06B,PENDIENTE VERIFICACION,SEGÚN PVP
654724,FLATORIL 45 CAPS,Almirall S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,A03F,PENDIENTE VERIFICACION,SEGÚN PVP
178687,FLAVIA NOCTA 30 CAPS,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
704662,FLECAINIDA NORMON 100MG 60COM,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,C01B,PENDIENTE VERIFICACION,SEGÚN PVP
689679,FLIXONASE SPRAY NASAL 120 DOS,Glaxosmithkline S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R01A,PENDIENTE VERIFICACION,SEGÚN PVP
689745,FLIXOTIDE INHALAD 250 MCG 120,Glaxosmithkline S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03B,PENDIENTE VERIFICACION,SEGÚN PVP
689786,FLIXOTIDE INHALAD 50 MCG 120,Glaxosmithkline S.A.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03B,PENDIENTE VERIFICACION,SEGÚN PVP
951392,FLOGOPROFEN 5% SOLU 100 ML,Chiesi España S.A.U.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
700464,FLOGOPROFEN 50MGG GEL 100 G,Chiesi España S.A.U.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
946137,FLOGOPROFEN GEL 60 G,Chiesi España S.A.U.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,M02A,PENDIENTE VERIFICACION,SEGÚN PVP
210915,FLOWTAP BLISTER 6 TAPONES SILI,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
183112,FLS MICOSIS PINCEL U�AS HONGOS,PENDIENTE VERIFICACION,Complemento alimenticio,Nutrición deportiva,Nutrición deportiva general,NO APLICA,NO REGULADO,PENDIENTE VERIFICACION
213281,FLS PACK FRIO & CALOR MINI,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
187505,FLS PLANTILLAS DAY T-M,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
187504,FLS PLANTILLAS DAY T-S,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
187509,FLS PLANTILLAS PRO T-L,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
187508,FLS PLANTILLAS PRO T-M,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
187507,FLS PLANTILLAS PRO T-S,PENDIENTE VERIFICACION,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,NO APLICA,PENDIENTE VERIFICACION,SEGÚN PVP
654684,FLUCONAZOL CINFA 100 MG 7 CAPS,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J02A,PENDIENTE VERIFICACION,SEGÚN PVP
654680,FLUCONAZOL CINFA 150 MG 1 CAPS,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J02A,PENDIENTE VERIFICACION,SEGÚN PVP
654678,FLUCONAZOL CINFA 200 MG 7 CAPS,Laboratorios Cinfa S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J02A,PENDIENTE VERIFICACION,SEGÚN PVP
650584,FLUCONAZOL NORMON 100 MG 7 CAP,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J02A,PENDIENTE VERIFICACION,SEGÚN PVP
650585,FLUCONAZOL NORMON 150 MG 1 CAP,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J02A,PENDIENTE VERIFICACION,SEGÚN PVP
650586,FLUCONAZOL NORMON 150 MG 4 CAP,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J02A,PENDIENTE VERIFICACION,SEGÚN PVP
650587,FLUCONAZOL NORMON 200 MG 7 CAP,Laboratorios Normon S.A.,Medicamento EFG,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,J02A,PENDIENTE VERIFICACION,SEGÚN PVP
947531,FLUIDASA 20 CAPS,Teofarma S.R.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03D,PENDIENTE VERIFICACION,SEGÚN PVP
663239,FLUIDASA GOT 30 ML,Teofarma S.R.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03D,PENDIENTE VERIFICACION,SEGÚN PVP
758623,FLUIDASA SOLU 250 ML,Teofarma S.R.L.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R03D,PENDIENTE VERIFICACION,SEGÚN PVP
848531,FLUIMUCIL 200 MG 30 SOBR I,Zambon S.A.U.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,R05C,PENDIENTE VERIFICACION,SEGÚN PVP
660286,FLUIMUCIL COMPLEX 12 COM,Zambon S.A.U.,Medicamento marca,PENDIENTE VERIFICACION,PENDIENTE VERIFICACION,N02B,PENDIENTE VERIFICACION,SEGÚN PVP
